#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent
64,Luxembourg,3945,,107,,3702,136,14,6315,171,62153,99493,624696,Europe
65,Iraq,3554,150,127,4,2310,1117,,89,3,149701,3733,40105788,Asia
66,Hungary,3535,26,462,11,1400,1673,46,366,48,137243,14203,9663190,Europe
67,Azerbaijan,3387,113,40,1,2055,1292,37,334,4,235910,23293,10128038,Asia
68,Cameroon,3105,,140,,1567,1398,28,117,5,,,26459502,Africa
69,Thailand,3031,3,56,,2857,118,61,43,0.8,286008,4099,69779241,Asia
70,Greece,2836,2,165,2,1374,1297,24,272,16,131684,12627,10428885,Europe
71,Uzbekistan,2779,26,13,1,2314,452,8,83,0.4,460000,13769,33408634,Asia
72,Guinea,2658,,16,,1133,1509,18,203,1,10304,787,13085782,Africa
73,Honduras,2646,81,142,4,319,2185,14,268,14,5653,572,9884814,North America
74,Sudan,2591,302,105,8,247,2239,,59,2,,,43716354,Africa
75,Senegal,2544,64,26,1,1076,1442,6,152,2,24599,1474,16685890,Africa
76,Bosnia and Herzegovina,2304,14,133,,1464,707,4,702,41,51320,15631,3283142,Europe
77,Bulgaria,2235,24,110,2,612,1513,43,321,16,65936,9481,6954364,Europe
78,Croatia,2228,2,95,,1946,187,10,542,23,54820,13344,4108150,Europe
79,Ivory Coast,2109,,27,,1004,1078,,80,1,18303,696,26292953,Africa
80,Guatemala,1912,149,35,2,138,1739,5,107,2,20820,1165,17873451,North America
81,Cuba,1881,9,79,,1505,297,9,166,7,83868,7404,11327423,North America
82,North Macedonia,1817,25,104,3,1301,412,21,872,50,21722,10426,2083384,Europe
83,Iceland,1802,,10,,1786,6,,5285,29,56875,166801,340976,Europe
84,Estonia,1784,10,64,1,938,782,4,1345,48,70188,52915,1326430,Europe
85,Tajikistan,1729,205,41,2,,1688,,182,4,,,9509944,Asia
86,Lithuania,1547,6,59,3,997,491,17,567,22,231104,84763,2726463,Europe
87,Djibouti,1518,117,7,3,1018,493,,1539,7,18345,18602,986206,Africa
88,New Zealand,1499,,21,,1433,45,,311,4,230718,47892,4817478,Australia/Oceania
89,Slovakia,1495,1,28,,1185,282,3,274,5,143433,26273,5459332,Europe
90,Slovenia,1466,,104,,274,1088,5,705,50,69842,33596,2078905,Europe
91,DRC,1455,,61,,270,1124,,16,0.7,,,89196871,Africa
92,Somalia,1421,,56,,152,1213,2,90,4,,,15834504,Africa
93,El Salvador,1413,75,30,3,474,909,21,218,5,57883,8929,6482286,North America
94,Mayotte,1342,,18,,627,697,10,4935,66,5200,19121,271958,Africa
95,Gabon,1320,,11,,244,1065,10,595,5,7445,3355,2218909,Africa
96,Kyrgyzstan,1216,78,14,,827,375,5,187,2,59490,9137,6510635,Asia
97,Maldives,1094,,4,,58,1032,9,2028,7,11775,21832,539339,Asia
98,Hong Kong,1056,,4,,1025,27,1,141,0.5,168291,22470,7489597,Asia
99,Tunisia,1037,,45,,816,176,3,88,4,40559,3436,11803449,Africa
100,Latvia,1009,1,19,,662,328,3,534,10,89123,47192,1888520,Europe
101,Guinea-Bissau,990,,4,,26,960,,505,2,1500,765,1961955,Africa
102,Sri Lanka,986,5,9,,559,418,1,46,0.4,44391,2074,21402538,Asia
103,Albania,948,2,31,,727,190,1,329,11,12192,4236,2878163,Europe
104,Lebanon,931,20,26,,251,654,4,136,4,62424,9141,6828952,Asia
105,Cyprus,917,1,17,,515,385,10,760,14,87549,72577,1206296,Asia
106,Kenya,912,25,50,,336,526,1,17,0.9,44851,836,53618426,Africa
107,Niger,904,,54,,698,152,,38,2,5816,241,24086326,Africa
108,Mali,874,14,52,,512,310,,43,3,3483,173,20173287,Africa
109,Costa Rica,863,,10,,565,288,3,170,2,20115,3953,5088445,North America
110,Burkina Faso,796,,51,,644,101,,38,2,,,20827528,Africa
111,Paraguay,786,,11,,202,573,,110,2,20124,2826,7121704,South America
112,Andorra,761,,51,,617,93,3,9851,660,3750,48544,77250,Europe
113,Zambia,761,8,7,,192,562,1,42,0.4,17875,976,18315744,Africa
114,Uruguay,734,,20,,564,150,4,211,6,33861,9752,3472299,South America
115,Diamond Princess,712,,13,,651,48,4,,,,,,
116,Georgia,701,6,12,,432,257,6,176,3,39573,9918,3990056,Asia
117,San Marino,654,,41,,201,412,1,19279,1209,3499,103145,33923,Europe
118,Jordan,613,,9,,408,196,5,60,0.9,144356,14165,10190738,Asia
119,Equatorial Guinea,594,,7,,22,565,,425,5,854,611,1396748,Africa
120,Malta,558,5,6,,456,96,1,1264,14,51677,117074,441404,Europe
121,Channel Islands,554,,43,,458,53,,3190,248,5342,30760,173668,Europe
122,Venezuela,541,,10,,241,290,1,19,0.4,575374,20227,28445253,South America
123,Jamaica,520,3,9,,127,384,,176,3,8515,2877,2959624,North America
124,Tanzania,509,,21,,183,305,7,9,0.4,,,59508332,Africa
125,Sierra Leone,505,,32,,141,332,,63,4,,,7956201,Africa
126,Chad,503,,53,,117,333,,31,3,,,16363230,Africa
127,Haiti,456,,20,,21,415,,40,2,1669,147,11385346,North America
128,Runion,443,,,,354,89,4,495,,17200,19228,894540,Africa
129,Taiwan,440,,7,,398,35,,18,0.3,69395,2914,23811687,Asia
130,Congo,391,,15,,87,289,,71,3,,,5500357,Africa
131,Palestine,386,5,2,,337,47,,76,0.4,44876,8823,5086026,Asia
132,Nepal,357,62,2,,36,319,1,12,0.07,100283,3450,29070358,Asia
133,Ethiopia,352,35,5,,116,231,,3,0.04,59029,515,114591613,Africa
134,Benin,339,,2,,83,254,,28,0.2,25471,2108,12081463,Africa
135,Isle of Man,335,,24,,285,26,9,3942,282,4167,49036,84979,Europe
136,Mauritius,332,,10,,322,0,,261,8,89814,70635,1271519,Africa
137,Cabo Verde,328,,3,,84,241,,591,5,892,1606,555245,Africa
138,CAR,327,,,,13,314,,68,,3498,726,4819147,Africa
139,Montenegro,324,,9,,311,4,2,516,14,10167,16188,628057,Europe
140,Vietnam,324,4,,,263,61,2,3,,275000,2828,97231841,Asia
141,Madagascar,322,18,1,,119,202,1,12,0.04,5670,205,27597647,Africa
142,Togo,301,,11,,104,186,,36,1,12613,1528,8253526,Africa
143,Rwanda,292,,,,197,95,,23,,49374,3824,12910275,Africa
144,South Sudan,290,,4,,4,282,,26,0.4,3356,300,11177537,Africa
145,Uganda,248,21,,,63,185,,5,,73485,1613,45546614,Africa
146,Sao Tome and Principe,235,,7,,4,224,,1075,32,175,800,218642,Africa
147,Liberia,229,3,22,1,123,84,,45,4,,,5042239,Africa
148,Eswatini,203,,2,,73,128,,175,2,4160,3590,1158691,Africa
149,French Guiana,197,,1,,125,71,,662,3,,,297666,South America
150,Martinique,192,,14,,91,87,,512,37,,,375299,North America
151,Myanmar,187,3,6,,97,84,,3,0.1,14561,268,54365797,Asia
152,Faeroe Islands,187,,,,187,0,,3829,,8863,181466,48841,Europe
153,Guadeloupe,155,,13,,109,33,3,387,32,2866,7163,400116,North America
154,Gibraltar,147,,,,145,2,,4363,,5060,150184,33692,Europe
155,Mozambique,145,8,,,44,101,,5,,6272,201,31139416,Africa
156,Brunei,141,,1,,136,4,2,323,2,17414,39852,436967,Asia
157,Mongolia,140,4,,,24,116,2,43,,11000,3362,3271651,Asia
158,Yemen,128,,20,,1,107,,4,0.7,120,4,29741182,Asia
159,Bermuda,123,,9,,73,41,2,1974,144,5017,80525,62304,North America
160,Cambodia,122,,,,122,0,,7,,15242,913,16690156,Asia
161,Guyana,117,,10,,43,64,2,149,13,1089,1385,786098,South America
162,Trinidad and Tobago,116,,8,,107,1,,83,6,2682,1917,1398950,North America
163,Aruba,101,,3,,93,5,4,946,28,1985,18601,106712,North America
164,Bahamas,96,,11,,42,43,1,244,28,1814,4618,392785,North America
165,Monaco,96,,4,,87,5,1,2448,102,,,39208,Europe
166,Cayman Islands,94,,1,,55,38,,1432,15,5900,89902,65627,North America
167,Barbados,88,,7,,68,13,4,306,24,3924,13657,287334,North America
168,Liechtenstein,82,,1,,55,26,,2151,26,900,23613,38115,Europe
169,Sint Maarten,77,,15,,54,8,7,1798,350,414,9669,42816,North America
170,Malawi,70,,3,,27,40,1,4,0.2,1803,95,19065078,Africa
171,Libya,65,,3,,35,27,,9,0.4,3633,530,6859671,Africa
172,Mauritania,62,,4,,7,51,,13,0.9,2015,435,4633587,Africa
173,French Polynesia,60,,,,59,1,,214,,3216,11457,280713,Australia/Oceania
174,Syria,58,,3,,36,19,,3,0.2,,,17445241,Asia
175,Angola,48,,2,,17,29,,1,0.06,6136,187,32728977,Africa
176,Macao,45,,,,44,1,1,69,,,,648234,Asia
177,Zimbabwe,44,,4,,17,23,,3,0.3,27059,1824,14835899,Africa
178,Burundi,42,19,1,,20,21,,4,0.08,284,24,11843500,Africa
179,Saint Martin,39,,3,,30,6,1,1011,78,,,38583,North America
180,Eritrea,39,,,,39,0,,11,,,,3540310,Africa
181,Nicaragua,25,,8,,7,10,,4,1,,,6614824,North America
182,Antigua and Barbuda,25,,3,,19,3,1,256,31,183,1871,97830,North America
183,Botswana,25,,1,,17,7,,11,0.4,13294,5668,2345548,Africa
184,Timor-Leste,24,,,,24,0,,18,,738,561,1315246,Asia
185,Gambia,23,,1,,12,10,,10,0.4,1341,557,2407670,Africa
186,Grenada,22,,,,14,8,4,196,,2419,21510,112461,North America
187,Bhutan,21,,,,5,16,,27,,13962,18119,770563,Asia
188,Laos,19,,,,14,5,,3,,4565,629,7262376,Asia
189,Belize,18,,2,,16,0,,45,5,1043,2629,396712,North America
190,Fiji,18,,,,15,3,,20,,1300,1451,895659,Australia/Oceania
191,New Caledonia,18,,,,18,0,,63,,5454,19126,285163,Australia/Oceania
192,Saint Lucia,18,,,,18,0,,98,,786,4283,183527,North America
193,St. Vincent Grenadines,17,,,,14,3,,153,,155,1398,110898,North America
194,Curaao,16,,1,,14,1,,98,6,389,2372,164013,North America
195,Dominica,16,,,,16,0,,222,,433,6017,71965,North America
196,Namibia,16,,,,13,3,,6,,2074,818,2535067,Africa
197,Saint Kitts and Nevis,15,,,,14,1,,282,,327,6152,53154,North America
198,Falkland Islands,13,,,,13,0,,3750,,402,115950,3467,South America
199,Turks and Caicos,12,,1,,10,1,,310,26,109,2820,38652,North America
200,Vatican City,12,,,,2,10,,14981,,,,801,Europe
201,Comoros,11,,1,,3,7,,13,1,,,867218,Africa
202,Montserrat,11,,1,,10,0,,2204,200,36,7212,4992,North America
203,Suriname,11,1,1,,9,1,,19,2,404,689,585992,South America
204,Greenland,11,,,,11,0,,194,,1721,30322,56758,North America
205,Seychelles,11,,,,11,0,,112,,,,98274,Africa
206,MS Zaandam,9,,2,,,7,,,,,,,
207,British Virgin Islands,8,,1,,6,1,,265,33,167,5529,30207,North America
208,Papua New Guinea,8,,,,8,0,,0.9,,2402,269,8925443,Australia/Oceania
209,Caribbean Netherlands,6,,,,6,0,,229,,357,13630,26193,North America
210,St. Barth,6,,,,6,0,,608,,,,9873,North America
211,Western Sahara,6,,,,6,0,,10,,,,595422,Africa
212,Anguilla,3,,,,3,0,,200,,,,14987,North America
213,Lesotho,1,,,,,1,,0.5,,,,2140189,Africa
214,Saint Pierre Miquelon,1,,,,1,0,,173,,,,5797,North America
215,China,82954,7,4634,,78238,82,8,58,3,,,1439323776,Asia
,Total:,1692722,8464,103210,291,436140,1153372,17513,,,,,,North America
,Total:,1796330,15562,163360,521,778855,854115,11506,,,,,,Europe
,Total:,445778,5596,23235,118,154407,268136,10464,,,,,,South America
,Total:,816639,18331,25055,321,468211,323373,4601,,,,,,Asia
,Total:,87257,876,2797,20,33922,50538,287,,,,,,Africa
,Total:,8663,15,120,1,7925,618,12,,,,,,Australia/Oceania
,Total:,721,,15,,651,55,4,,,,,,
,Total:,4848110,48844,317792,1272,1880111,2650207,44387,622.0,40.8,,,,All
